大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,ワンピース,その他,158,麦わらの一味のマークの麦わら帽子の意味は？,友情の証,ルフィの象徴,冒険の始まり,海賊の印,1,麦わら帽子はルフィの象徴であり、友情の証でもあります。,2
漫画,ワンピース,その他,159,「ひとつなぎの大秘宝」ワンピースを発見した海賊王の名前は？,ゴールド・ロジャー,白ひげ,シャンクス,ロックス,1,ワンピースを発見したのはゴールド・ロジャーです。,2
漫画,ワンピース,その他,160,海賊王の処刑台があった場所は？,ローグタウン,グランドライン,マリンフォード,聖地マリージョア,1,ロジャーの処刑台はローグタウンにありました。,2
漫画,ワンピース,その他,161,アラバスタ王国の守護神は？,ペル,チャカ,クロコダイル,ビビ,1,アラバスタ王国の守護神はペル（ハヤブサ）です。,2
漫画,ワンピース,その他,162,空島に住むスカイピアの神の名前は？,ガン・フォール,エネル,ワイパー,パガヤ,1,スカイピアの神はガン・フォールです。,2
漫画,ワンピース,その他,163,スリラーバークで登場した「ナイトメア・ルフィ」の能力は？,影を吸収する,巨大化する,悪魔の力を得る,スピードが上がる,1,ナイトメア・ルフィは影を吸収して一時的に強くなりました。,3
漫画,ワンピース,その他,164,シャボンディ諸島でルフィが天竜人を殴った理由は？,ケイミーを助けるため,怒りの感情,正義のため,仲間を救うため,1,ケイミーが撃たれたことにルフィが激怒したためです。,2
漫画,ワンピース,その他,165,インペルダウンのレベル1の名前は？,紅蓮地獄,灼熱地獄,飢餓地獄,極寒地獄,1,レベル1は紅蓮地獄です。,2
漫画,ワンピース,その他,166,マリンフォード頂上戦争で白ひげが負った傷の名前は？,赤犬による火傷,黒ひげによる銃創,ミホークによる斬撃,三大将による攻撃,1,白ひげは赤犬に致命傷を負わされました。,3
漫画,ワンピース,その他,167,魚人島で起こった差別問題の原因は？,人間の差別意識,魚人の偏見,ホーディ・ジョーンズの扇動,古代からの因縁,1,差別の原因は人間の差別意識とホーディの扇動です。,3
漫画,ワンピース,その他,168,パンクハザードでローが切断した場所は？,島,山,海,体,1,ローはパンクハザードを半分に切断しました。,2
漫画,ワンピース,その他,169,ドレスローザのドンキホーテ・ファミリーの最高幹部の総称は？,最高幹部,幹部,ファミリー,デストロイヤー,1,ドンキホーテ・ファミリーの最高幹部は「最高幹部」と呼ばれます。,2
漫画,ワンピース,その他,170,ゾウの背中に住むミンク族の国は？,モコモ公国,ゾウ王国,ミンク王国,ワノ国,1,ゾウの背中にあるのはモコモ公国です。,2
漫画,ワンピース,その他,171,ホールケーキアイランドでサンジが結婚させられそうになった相手は？,プリン,スムージー,ブリュレ,モンドール,1,サンジはプリンと結婚させられそうになりました。,2
漫画,ワンピース,その他,172,ワノ国編で登場したルフィの新しいギアの形態は？,ギア5,ギア4「スネイクマン」,ギア4「タンクマン」,ギア4「バウンドマン」,1,ワノ国編ではギア5が登場しました。,2
漫画,ワンピース,その他,173,エッグヘッドでベガパンクが製造した人造人間は？,セラフィム,サイボーグ,パシフィスタ,クローン,1,ベガパンクが製造したのはセラフィムです。,2
漫画,ワンピース,その他,174,世界政府の旗に描かれている紋章の意味は？,世界の支配,世界の平和,世界の統一,世界の真実,1,世界政府の旗は世界の統一を表しています。,3
漫画,ワンピース,その他,175,悪魔の実の能力者が海に落ちるとどうなる？,力が使えなくなる,体が痺れる,体が動かなくなる,死んでしまう,1,悪魔の実の能力者は海に落ちると力が使えなくなり、体が動かなくなります。,3
漫画,ワンピース,その他,176,東の海でルフィが初めて出会った仲間は？,ゾロ,ナミ,ウソップ,サンジ,1,ルフィが東の海で初めて出会った仲間はゾロです。,1
漫画,ワンピース,その他,177,バラティエでサンジが料理人をしていた理由は？,ゼフとの約束,海の料理人になるため,食いしん坊だから,旅の資金稼ぎのため,1,サンジはゼフとの約束と自身の夢のために料理人をしていました。,2
漫画,ワンピース,その他,178,ココヤシ村を支配していた魚人海賊団の船長は？,アーロン,クロオビ,チュウ,はっちゃん,1,ココヤシ村を支配していたのはアーロンです。,2
漫画,ワンピース,その他,179,ログポースが指し示す方向は？,次の島,グランドラインの終点,世界の真実,宝の場所,1,ログポースは次の島の磁気を指し示します。,2
漫画,ワンピース,その他,180,Mr.プリンスの正体は？,サンジ,ルフィ,ゾロ,ウソップ,1,Mr.プリンスの正体はサンジです。,2
漫画,ワンピース,その他,181,空島でルフィが倒した「神」エネルの出身地は？,ビルカ,スカイピア,アッパーヤード,雲隠れの里,1,エネルの出身地はビルカです。,2
漫画,ワンピース,その他,182,ウォーターセブンでルフィが船を乗り換えたのはなぜ？,メリー号が限界だったから,新しい船が欲しかったから,仲間が増えたから,敵に襲われたから,1,ゴーイングメリー号が限界だったため、サウザンドサニー号に乗り換えました。,2
漫画,ワンピース,その他,183,エニエス・ロビーでルフィがロビンを助けるために叫んだ言葉は？,"生きたいと言え",「お前がいなきゃダメだ」,「お前は仲間だ」,「行こう、ロビン！」,1,ルフィは「生きたいと言え!!!!」と叫びました。,2
漫画,ワンピース,その他,184,スリラーバークのゾンビたちの弱点は？,塩,水,火,太陽,1,スリラーバークのゾンビは塩が弱点です。,2
漫画,ワンピース,その他,185,シャボンディ諸島で麦わらの一味を助けた天竜人以外の人物は？,レイリー,くま,キッド,ロー,1,レイリーが麦わらの一味を助けました。,2
漫画,ワンピース,その他,186,インペルダウンの囚人たちが着用している服の色は？,白と黒のストライプ,赤と黒のストライプ,青と黒のストライプ,緑と黒のストライプ,1,インペルダウンの囚人の服は白と黒のストライプです。,3
漫画,ワンピース,その他,187,マリンフォード頂上戦争でエースが救出された後、黒ひげがエースを奪った場所は？,マリンフォード内,脱出ルート,インペルダウン,処刑台,1,エースはマリンフォード内で黒ひげに襲撃され奪われました。,3
漫画,ワンピース,その他,188,魚人島に伝わる伝説の乗り物「ノア」を動かすことができるのは誰？,ポセイドン,しらほし,海王類,ルフィ,1,ノアはポセイドン（しらほし）の力で動かすことができます。,2
漫画,ワンピース,その他,189,パンクハザードでローがルフィと海賊同盟を結んだ目的は？,カイドウを倒すため,海賊王になるため,世界を支配するため,海軍を倒すため,1,ローはカイドウを倒すためにルフィと海賊同盟を結びました。,2
漫画,ワンピース,その他,190,ドレスローザでサボが食べたメラメラの実を誰が手に入れた？,サボ,ルフィ,コアラ,藤虎,1,サボがメラメラの実を手に入れました。,2
漫画,ワンピース,その他,191,ゾウにいるミンク族の医者は誰？,シーザー・クラウン,チョッパー,ドクター・クレハ,Dr.ヒルルク,1,ゾウにいるミンク族の医者はシーザー・クラウンとチョッパーが協力しました。,3
漫画,ワンピース,その他,192,ホールケーキアイランドでサンジの出生の秘密が明かされたのはなぜ？,政略結婚のため,家族との再会のため,プリンの能力のため,ジェルマ66の陰謀のため,1,サンジの出生の秘密は政略結婚のために明かされました。,3
漫画,ワンピース,その他,193,ワノ国でルフィがカイドウに敗北した際に使われた技の名前は？,雷鳴八卦,熱息,ボロブレス,大威徳羅刹,1,カイドウがルフィに放った技は雷鳴八卦です。,3
漫画,ワンピース,その他,194,エッグヘッドでベガパンクの本体を守っているのは誰？,セラフィム,サテライト,CP0,海軍,1,ベガパンクの本体はセラフィムとサテライトに守られています。,3
漫画,ワンピース,その他,195,偉大なる航路の別名は？,グランドライン,新世界,楽園,パラダイス,1,偉大なる航路の別名はグランドラインです。,1
漫画,ワンピース,その他,196,ルフィの故郷の名前は？,フーシャ村,シェルズタウン,シロップ村,ココヤシ村,1,ルフィの故郷はフーシャ村です。,1
漫画,ワンピース,その他,197,ゾロがミホークに敗北した際に言った言葉は？,"二度と負けねェ",「おれは最強だ」,「仲間がいるから」,「もっと強くなる」,1,ゾロは「二度と負けねェ!!!!」と宣言しました。,2
漫画,ワンピース,その他,198,ナミが海図を描き続ける理由は？,世界の全てを知りたいから,ベルメールの夢を叶えるため,航海士としての誇り,お金のため,1,ナミは世界の全ての海図を描くことを夢見ています。,2
漫画,ワンピース,その他,199,ウソップが狙撃手として成長した理由は？,勇敢な海の戦士になるため,仲間を守るため,臆病な自分を変えるため,世界一の狙撃手になるため,1,ウソップは勇敢な海の戦士になるため、狙撃手として成長しました。,2
漫画,ワンピース,その他,200,サンジが料理にこだわる理由は？,ゼフの教え,食いしん坊だから,仲間を喜ばせるため,オールブルーを見つけるため,1,サンジが料理にこだわるのはゼフの教えと仲間を喜ばせるためです。,2
漫画,ワンピース,その他,201,チョッパーが医者を目指す理由は？,ヒルルクの夢を継ぐため,万能薬になるため,仲間を助けるため,人間になるため,1,チョッパーはヒルルクの夢を継ぐため、万能薬を目指しています。,2
漫画,ワンピース,その他,202,ロビンが真の歴史を解き明かす理由は？,空白の100年を知るため,オハラの人々の思いを継ぐため,知識欲のため,古代兵器を見つけるため,1,ロビンはオハラの意志を継ぎ、真の歴史を解き明かそうとしています。,2
漫画,ワンピース,その他,203,フランキーが夢の船を作る理由は？,サニー号で世界一周するため,伝説の船大工になるため,トムさんの夢を継ぐため,海賊王の船を作るため,1,フランキーはトムさんの夢を継ぎ、夢の船を作っています。,2
漫画,ワンピース,その他,204,ブルックがラブーンと再会する理由は？,約束を果たすため,音楽を届けるため,生きている証のため,仲間と冒険する喜びを伝えるため,1,ブルックはラブーンとの約束を果たすために生きています。,2
漫画,ワンピース,その他,205,ジンベエがルフィの仲間になった理由は？,ルフィの強さに惹かれたから,魚人島を守るため,白ひげの遺志を継ぐため,海の自由を求めるため,1,ジンベエはルフィの自由を求める心に惹かれ、仲間になりました。,2
漫画,ワンピース,その他,206,四皇のバギーが持つ悪魔の実は？,バラバラの実,バクバクの実,モグモグの実,ドキドキの実,1,バギーはバラバラの実の能力者です。,2
漫画,ワンピース,その他,207,海軍大将の能力は？,自然系（ロギア）,超人系（パラミシア）,動物系（ゾオン）,不明,1,海軍大将は主に自然系の能力者です。,3
漫画,ワンピース,その他,208,世界政府を創設した20の王族の末裔は？,天竜人,五老星,世界貴族,世界政府の人間,1,世界政府を創設したのは天竜人です。,2
漫画,ワンピース,その他,209,古代文字（ポーネグリフ）を刻んだ石の正体は？,歴史の記録,古代兵器の設計図,Dの意思の秘密,空白の100年の真実,1,ポーネグリフは歴史の記録です。,2
漫画,ワンピース,その他,210,ラフテルにたどり着くために必要なものは？,ロードポーネグリフ,ログポース,エターナルポース,地図,1,ラフテルにたどり着くにはロードポーネグリフが必要です。,2
漫画,ワンピース,その他,211,魚人島の住民が陸上へ移住できない理由は？,海の王族の呪い,天竜人の支配,深い海の圧力,魚人族の体質,1,魚人島の住民は深い海の圧力のため陸上へ移住できませんでした。,3
漫画,ワンピース,その他,212,麦わらの一味が懸賞金をかけられたきっかけは？,海軍との衝突,四皇との戦い,世界政府への反逆,天竜人を殴ったから,1,ルフィが天竜人を殴ったことが懸賞金上昇の大きな要因です。,2
漫画,ワンピース,その他,213,世界政府の暗殺機関CP9のメンバーで、ルフィが倒したのは誰？,ロブ・ルッチ,カク,ジャブラ,ブルーノ,1,ルフィはロブ・ルッチを倒しました。,2
漫画,ワンピース,その他,214,麦わらの一味が初めて集結した場所で、ゾロが初めて出会った仲間は？,ルフィ,ナミ,ウソップ,サンジ,1,ゾロが初めて出会った仲間はルフィです。,2
漫画,ワンピース,その他,215,グランドラインの入り口にあるリヴァースマウンテンの仕組みは？,海流が逆流する,山が動く,渦潮が発生する,地下に水路がある,1,リヴァースマウンテンは海流が逆流する仕組みです。,2
漫画,ワンピース,その他,216,海軍本部の新しい所在地は？,マリンフォード,エニエス・ロビー,インペルダウン,新世界,1,海軍本部は新世界に移転しました。,3
漫画,ワンピース,その他,217,白ひげ海賊団の船長エドワード・ニューゲートの異名は何？,世界最強の男,海賊王,海の皇帝,不死身の男,1,白ひげは「世界最強の男」と呼ばれていました。,2
漫画,ワンピース,その他,218,ゴーイングメリー号を修理した船大工の名前は？,トム,アイスバーグ,フランキー,パウリー,1,ゴーイングメリー号を修理したのはトムです。,3
漫画,ワンピース,その他,219,麦わらの一味の船サウザンドサニー号の動力源は？,風と太陽の力,悪魔の実の能力,海楼石,石油,1,サウザンドサニー号は風と太陽の力で動きます。,3
漫画,ワンピース,その他,220,麦わらの一味の航海士ナミが持つ武器の名前は？,天候棒,クリマタクト,ウェザーエッグ,サンダーボルト,1,ナミの武器は天候棒（クリマタクト）です。,2
漫画,ワンピース,その他,221,麦わらの一味の考古学者ロビンが持つ能力は？,ハナハナの実,メロメロの実,マネマネの実,ドクドクの実,1,ロビンはハナハナの実の能力者です。,2
漫画,ワンピース,その他,222,麦わらの一味の音楽家ブルックが持つ武器の名前は？,ソウルソリッド,フルート,バイオリン,ギター,1,ブルックの武器はソウルソリッドです。,2
漫画,ワンピース,その他,223,麦わらの一味の狙撃手ウソップが持つ武器の名前は？,パチンコ,スリングショット,銃,弓,1,ウソップの武器はパチンコ（カブト）です。,2
漫画,ワンピース,その他,224,麦わらの一味の料理人サンジが持つ得意技の名前は？,悪魔風脚,足技,蹴り技,火の脚,1,サンジの得意技は悪魔風脚です。,2
漫画,ワンピース,その他,225,麦わらの一味の剣士ゾロが持つ刀の名前は？,和道一文字,閻魔,三代鬼徹,雪走,1,ゾロの刀は和道一文字、閻魔、三代鬼徹などがあります。,3
漫画,ワンピース,その他,226,ルフィの懸賞金が初めて上がったのはどの事件の後？,アーロンパーク事件,アラバスタ事件,エニエス・ロビー事件,インペルダウン脱獄事件,1,ルフィの懸賞金はアーロンパーク事件後に初めて上がりました。,2
漫画,ワンピース,その他,227,「Dの意思」を持つ者たちが背負う宿命とは？,世界を揺るがす存在となる,海賊王となる,世界政府を倒す,歴史の真実を知る,1,Dの意思を持つ者は世界を揺るがす存在となる宿命を背負っています。,3
漫画,ワンピース,その他,228,悪魔の実の図鑑は、現実世界で誰が作っている？,尾田栄一郎先生,読者,アシスタント,編集者,1,悪魔の実の図鑑は作中設定であり、現実世界では尾田栄一郎先生が設定を考えています。,3
漫画,ワンピース,その他,229,麦わらの一味のマークの麦わら帽子は、誰からの贈り物？,シャンクス,ガープ,エース,サボ,1,麦わら帽子はシャンクスからの贈り物です。,2
漫画,ワンピース,その他,230,「ひとつなぎの大秘宝」ワンピースの正体は？,財宝,歴史の真実,自由,仲間,1,ワンピースの正体はまだ明かされていません。,3
漫画,ワンピース,その他,231,ローグタウンでスモーカーがルフィを捕まえられなかった理由は？,ドラゴンに邪魔されたから,雷が落ちたから,運が良かったから,海軍が邪魔したから,1,ルフィは雷に助けられました。,2
漫画,ワンピース,その他,232,アラバスタ王国を救ったのは誰？,麦わらの一味,海軍,革命軍,クロコダイル,1,アラバスタ王国を救ったのは麦わらの一味です。,2
漫画,ワンピース,その他,233,空島でのエネルの能力「マントラ」とは何か？,見聞色の覇気,武装色の覇気,覇王色の覇気,特別な能力,1,エネルのマントラは見聞色の覇気です。,2
漫画,ワンピース,その他,234,ウォーターセブンでルフィがメリー号を捨てると言ったことに対し、ウソップが反発した理由は？,メリー号への思い入れ,船大工としてのプライド,仲間との絆,ルフィへの不満,1,ウソップはメリー号への思い入れが強く反発しました。,2
漫画,ワンピース,その他,235,エニエス・ロビーでルフィがギア3を使った理由は？,体力を温存するため,ルッチを倒すため,ロビンを助けるため,強くなるため,1,ルフィはルッチを倒すためにギア3を使いました。,2
漫画,ワンピース,その他,236,スリラーバークで、ナイトメア・ルフィになるために必要な影の数は？,100個,50個,30個,20個,1,ナイトメア・ルフィになるには100個の影が必要です。,2
漫画,ワンピース,その他,237,シャボンディ諸島で麦わらの一味が散り散りになった後、ルフィが向かった島は？,女ヶ島アマゾン・リリー,インペルダウン,マリンフォード,魚人島,1,ルフィが飛ばされたのは女ヶ島アマゾン・リリーです。,2
漫画,ワンピース,その他,238,インペルダウンでルフィを助けたイワンコフの能力は？,ホルホルの実,マネマネの実,バクバクの実,ドキドキの実,1,イワンコフはホルホルの実の能力者です。,2
漫画,ワンピース,その他,239,マリンフォード頂上戦争で、白ひげがエースを救うために犠牲にしたものは？,命,仲間,船,夢,1,白ひげはエースを救うために命を犠牲にしました。,2
漫画,ワンピース,その他,240,魚人島で、ルフィがホーディ・ジョーンズを倒すために使った技は？,ゴムゴムの象銃,ゴムゴムの火拳銃,ゴムゴムのレッドホーク,ゴムゴムのジェット銃乱打,1,ルフィはゴムゴムの火拳銃でホーディを倒しました。,2
漫画,ワンピース,その他,241,パンクハザードでローがシーザーを捕らえた理由は？,取引のため,実験のため,仲間を救うため,世界を混乱させるため,1,ローはカイドウとの取引のためにシーザーを捕らえました。,2
漫画,ワンピース,その他,242,ドレスローザでドフラミンゴが鳥かごを発動した理由は？,国民を閉じ込めるため,海軍を閉じ込めるため,自身の計画のため,ルフィを捕らえるため,1,ドフラミンゴは自身の計画のために鳥かごを発動しました。,2
漫画,ワンピース,その他,243,ゾウで、ミンク族が「月の獅子（スーロン）」に変身する条件は？,満月を見る,怒りを感じる,悪魔の実を食べる,特別な薬を飲む,1,月の獅子に変身するには満月を見る必要があります。,2
漫画,ワンピース,その他,244,ホールケーキアイランドで、サンジの家族であるジェルマ66の能力は？,科学戦闘部隊,悪魔の実の能力者,覇気使い,剣士,1,ジェルマ66は科学戦闘部隊です。,2
漫画,ワンピース,その他,245,ワノ国で、ルフィがカイドウに敗北した後、意識を失ったルフィを助けたのは誰？,ロー,ゾロ,キッド,モモの助,1,ルフィを助けたのはローです。,2
漫画,ワンピース,その他,246,エッグヘッドで、ベガパンクが世界政府に狙われている理由は？,空白の100年の研究,古代兵器の開発,悪魔の実の能力の秘密,天竜人の秘密,1,ベガパンクは空白の100年の研究により世界政府に狙われています。,2
漫画,ワンピース,その他,247,ルフィが「ゴムゴムの実」を食べた場所は？,フーシャ村,シェルズタウン,バラティエ,グランドライン,1,ルフィはフーシャ村でゴムゴムの実を食べました。,1
漫画,ワンピース,その他,248,ゾロの故郷の名前は？,シモツキ村,フーシャ村,ココヤシ村,シロップ村,1,ゾロの故郷はシモツキ村です。,1
漫画,ワンピース,その他,249,ナミが育った故郷の名前は？,ココヤシ村,フーシャ村,シロップ村,シェルズタウン,1,ナミが育った故郷はココヤシ村です。,1
漫画,ワンピース,その他,250,ウソップの故郷の名前は？,シロップ村,フーシャ村,ココヤシ村,シェルズタウン,1,ウソップの故郷はシロップ村です。,1
漫画,ワンピース,その他,251,サンジが育った海上レストランの名前は？,バラティエ,フーシャ村,ココヤシ村,シロップ村,1,サンジが育ったのは海上レストラン・バラティエです。,1
漫画,ワンピース,その他,252,チョッパーが育った島は？,ドラム王国,アラバスタ,空島,ウォーターセブン,1,チョッパーが育ったのはドラム王国です。,1
漫画,ワンピース,その他,253,ロビンが育った故郷は？,オハラ,ドレスローザ,ウォーターセブン,空島,1,ロビンが育ったのはオハラです。,1
漫画,ワンピース,その他,254,フランキーが育ったウォーターセブンで、彼の師匠は誰？,アイスバーグ,トム,パウリー,ガレーラ,1,フランキーの師匠はトムです。,1
漫画,ワンピース,その他,255,ブルックがラブーンと別れた場所は？,偉大なる航路の入り口,双子岬,リヴァースマウンテン,グランドライン,1,ブルックは双子岬でラブーンと別れました。,1
漫画,ワンピース,その他,256,ジンベエが所属していた七武海のメンバーで、ルフィを助けたのは誰？,ハンコック,ミホーク,くま,ドフラミンゴ,1,ジンベエはルフィを助けました。,2
漫画,ワンピース,その他,257,悪魔の実の能力を応用して作られた人工悪魔の実は？,スマイル,SAD,デビルフルーツ,ポイズン,1,人工悪魔の実はスマイルです。,2
漫画,ワンピース,その他,258,海軍の三大将の中で、最初に登場したのは誰？,青雉,赤犬,黄猿,藤虎,1,最初に登場したのは青雉です。,3
漫画,ワンピース,その他,259,世界政府が隠している歴史の期間は？,空白の100年,海賊の時代,大航海時代,古代の記憶,1,世界政府が隠しているのは空白の100年です。,2
漫画,ワンピース,その他,260,ラフテルにたどり着くために、ロードポーネグリフを全て集める必要があるが、ロードポーネグリフの総数は？,4個,3個,5個,6個,1,ロードポーネグリフは4個あります。,2
漫画,ワンピース,その他,261,魚人島が目指している地上の楽園の名前は？,エデン,太陽の光,未知の楽園,新世界,1,魚人島が目指しているのは太陽の光の下です。,3
漫画,ワンピース,その他,262,麦わらの一味が初めて懸賞金をかけられた事件で、ルフィの懸賞金が上がったのはなぜ？,アーロンパーク事件での活躍,クロコダイルを倒したから,世界政府に反逆したから,天竜人を殴ったから,1,ルフィの懸賞金が上がったのはアーロンパーク事件での活躍が原因です。,2
漫画,ワンピース,その他,263,CP9のメンバーで、道力という身体能力の数値が最も高かったのは誰？,ロブ・ルッチ,カク,ジャブラ,ブルーノ,1,道力が最も高かったのはロブ・ルッチです。,2
漫画,ワンピース,その他,264,麦わらの一味がグランドラインに入った場所は？,リヴァースマウンテン,双子岬,ローグタウン,マリージョア,1,麦わらの一味はリヴァースマウンテンからグランドラインに入りました。,2
漫画,ワンピース,その他,265,海軍本部の新しい場所は？,G-1支部,マリンフォード,インペルダウン,エニエス・ロビー,1,海軍本部はG-1支部に移転しました。,3
漫画,ワンピース,その他,266,白ひげ海賊団の船医は誰？,マルコ,エース,ジョズ,ビスタ,1,白ひげ海賊団の船医はマルコです。,3
漫画,ワンピース,その他,267,ゴーイングメリー号が壊れた主な原因は？,嵐,船の老朽化,戦闘による損傷,悪魔の実の能力,1,メリー号は船の老朽化が主な原因で壊れました。,2
漫画,ワンピース,その他,268,サウザンドサニー号の船首のデザインは？,ライオン,ドラゴン,鳥,魚,1,サウザンドサニー号の船首はライオンです。,2
漫画,ワンピース,その他,269,ナミが所有するみかん畑はどこにある？,ココヤシ村,フーシャ村,シロップ村,シェルズタウン,1,ナミのみかん畑はココヤシ村にあります。,2
漫画,ワンピース,その他,270,ロビンが麦わらの一味に加入したきっかけは？,アラバスタ事件後,エニエス・ロビー事件後,ウォーターセブン事件後,スリラーバーク事件後,1,ロビンはアラバスタ事件後に加入しました。,2
漫画,ワンピース,その他,271,フランキーが麦わらの一味に加入する前、彼が所属していた組織は？,フランキー一家,ガレーラカンパニー,CP9,世界政府,1,フランキーはフランキー一家の棟梁でした。,2
漫画,ワンピース,その他,272,ブルックが麦わらの一味に加入したきっかけは？,スリラーバーク事件後,シャボンディ諸島事件後,インペルダウン脱獄事件後,マリンフォード頂上戦争後,1,ブルックはスリラーバーク事件後に加入しました。,2
漫画,ワンピース,その他,273,ジンベエが麦わらの一味に加入したきっかけは？,魚人島事件後,マリンフォード頂上戦争後,ホールケーキアイランド事件後,ワノ国事件後,1,ジンベエはホールケーキアイランド事件後に正式加入しました。,2
漫画,ワンピース,その他,274,ルフィの好物は何？,肉,魚,野菜,果物,1,ルフィの好物は肉です。,1
漫画,ワンピース,その他,275,ゾロの好物は何？,酒,肉,魚,野菜,1,ゾロの好物は酒です。,1
漫画,ワンピース,その他,276,ナミの好物は何？,みかん,肉,魚,野菜,1,ナミの好物はみかんです。,1
漫画,ワンピース,その他,277,ウソップの好物は何？,魚,肉,野菜,果物,1,ウソップの好物は魚です。,1
漫画,ワンピース,その他,278,サンジの好物は何？,魚介類,肉,野菜,果物,1,サンジの好物は魚介類です。,1
漫画,ワンピース,その他,279,チョッパーの好物は何？,わたあめ,肉,魚,野菜,1,チョッパーの好物はわたあめです。,1
漫画,ワンピース,その他,280,ロビンの好物は何？,サンドイッチ,肉,魚,野菜,1,ロビンの好物はサンドイッチです。,1
漫画,ワンピース,その他,281,フランキーの好物は何？,コーラ,肉,魚,野菜,1,フランキーの好物はコーラです。,1
漫画,ワンピース,その他,282,ブルックの好物は何？,牛乳,肉,魚,野菜,1,ブルックの好物は牛乳です。,1
漫画,ワンピース,その他,283,ジンベエの好物は何？,もずく酢,肉,魚,野菜,1,ジンベエの好物はもずく酢です。,1
漫画,ワンピース,その他,284,シャンクスの腕を食いちぎった近海の主は、ルフィの故郷の近くにいるが、その場所は？,フーシャ村沖,シェルズタウン沖,シロップ村沖,ココヤシ村沖,1,近海の主はフーシャ村沖にいました。,2
漫画,ワンピース,その他,285,ゾロがミホークと戦う前に、刀を研いでいた場所は？,バラティエ,フーシャ村,シモツキ村,ココヤシ村,1,ゾロはバラティエで刀を研いでいました。,3
漫画,ワンピース,その他,286,ナミが天候棒を使いこなせるようになったのは誰の指導？,ウソップ,フランキー,ガリレオ,自分自身,1,ナミはウソップの協力と自身の才能で天候棒を使いこなしました。,2
漫画,ワンピース,その他,287,ウソップが「そげキング」になった理由は？,ロビンを助けるため,メリー号を守るため,正体を隠すため,仲間を励ますため,1,ウソップは正体を隠してロビンを助けるためにそげキングになりました。,2
漫画,ワンピース,その他,288,サンジの悪魔風脚はどのようにして発動する？,摩擦熱,悪魔の実の能力,特殊な体質,覇気,1,悪魔風脚は摩擦熱により発動します。,3
漫画,ワンピース,その他,289,チョッパーのランブルボールの効果は？,変身強化,悪魔の実の能力増強,覇気強化,体力回復,1,ランブルボールは変身強化の効果があります。,2
漫画,ワンピース,その他,290,ロビンの「ハナハナの実」の能力で、どこからでも花を咲かせられる部位は？,体のどこからでも,手足からのみ,特定の場所からのみ,植物からのみ,1,ハナハナの実は体のどこからでも花を咲かせることができます。,2
漫画,ワンピース,その他,291,フランキーの体がサイボーグであるため、彼がエネルギー源として使うものは？,コーラ,水,ガソリン,電気,1,フランキーはコーラをエネルギー源としています。,2
漫画,ワンピース,その他,292,ブルックの能力「ソウルキング」はどのように発動する？,音楽で魂を操る,剣術と音楽を融合させる,魂を具現化する,魂を歌声に乗せる,1,ソウルキングは音楽で魂を操る能力です。,2
漫画,ワンピース,その他,293,ジンベエが使う「魚人空手」の技は、主に何を用いて攻撃する？,水,拳,足,刀,1,魚人空手は水を操り、相手の体内を攻撃します。,3
漫画,ワンピース,その他,294,海賊王ゴールド・ロジャーが残した言葉「おれの財宝か？欲しけりゃくれてやる…探せ！この世の全てをそこに置いてきた！」が記された場所は？,処刑台,ログポース,歴史の本文,海図,1,この言葉は処刑台で言われました。,2
漫画,ワンピース,その他,295,悪魔の実の能力者が海に落ちると、体が動かなくなるだけでなく、どのような状態になる？,意識を失う,呼吸ができなくなる,体が硬直する,体が溶ける,1,悪魔の実の能力者は海に落ちると体が動かなくなり、意識を保つのが困難になります。,3
漫画,ワンピース,その他,296,世界政府の五老星は、世界の均衡を保つために何を管理している？,古代兵器,悪魔の実,Dの意思,歴史の真実,1,五老星は世界の均衡を保つために様々なことを管理しています。,3
漫画,ワンピース,その他,297,ロードポーネグリフに刻まれた文字の種類は？,古代文字,普通の文字,特殊な記号,絵文字,1,ロードポーネグリフには古代文字が刻まれています。,2
漫画,ワンピース,その他,298,魚人島が目指している地上の楽園に、最終的に到達できるのは誰？,ルフィたち,全魚人族,一部の魚人族,まだ誰も到達していない,1,魚人島が目指す楽園にはまだ誰も到達していません。,3
漫画,ワンピース,その他,299,麦わらの一味が懸賞金をかけられ、世界政府に「最悪の世代」と呼ばれた理由は？,世界政府への反逆,天竜人を殴ったから,四皇との戦い,新しい時代の到来を告げたから,1,最悪の世代と呼ばれたのは、彼らが世界に大きな影響を与えたからです。,2
漫画,ワンピース,その他,300,ワンピースの最終目標である「ひとつなぎの大秘宝」がもたらすものは？,世界の自由,世界の支配,世界の平和,世界の破滅,1,ワンピースがもたらすものはまだ明かされていませんが、世界の自由に関わると示唆されています。,3
