大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,ワンピース,その他,211,魚人島の住民が陸上へ移住できない理由は？,海の王族の呪い,天竜人の支配,深い海の圧力,魚人族の体質,1,魚人島の住民は深い海の圧力のため陸上へ移住できませんでした。,3
漫画,ワンピース,その他,212,麦わらの一味が懸賞金をかけられたきっかけは？,海軍との衝突,四皇との戦い,世界政府への反逆,天竜人を殴ったから,1,ルフィが天竜人を殴ったことが懸賞金上昇の大きな要因です。,2
漫画,ワンピース,その他,213,世界政府の暗殺機関CP9のメンバーで、ルフィが倒したのは誰？,ロブ・ルッチ,カク,ジャブラ,ブルーノ,1,ルフィはロブ・ルッチを倒しました。,2
漫画,ワンピース,その他,214,麦わらの一味が初めて集結した場所で、ゾロが初めて出会った仲間は？,ルフィ,ナミ,ウソップ,サンジ,1,ゾロが初めて出会った仲間はルフィです。,2
漫画,ワンピース,その他,215,グランドラインの入り口にあるリヴァースマウンテンの仕組みは？,海流が逆流する,山が動く,渦潮が発生する,地下に水路がある,1,リヴァースマウンテンは海流が逆流する仕組みです。,2
漫画,ワンピース,その他,216,海軍本部の新しい所在地は？,マリンフォード,エニエス・ロビー,インペルダウン,新世界,1,海軍本部は新世界に移転しました。,3
漫画,ワンピース,その他,217,白ひげ海賊団の船長エドワード・ニューゲートの異名は何？,世界最強の男,海賊王,海の皇帝,不死身の男,1,白ひげは「世界最強の男」と呼ばれていました。,2
漫画,ワンピース,その他,218,ゴーイングメリー号を修理した船大工の名前は？,トム,アイスバーグ,フランキー,パウリー,1,ゴーイングメリー号を修理したのはトムです。,3
漫画,ワンピース,その他,219,麦わらの一味の船サウザンドサニー号の動力源は？,風と太陽の力,悪魔の実の能力,海楼石,石油,1,サウザンドサニー号は風と太陽の力で動きます。,3
漫画,ワンピース,その他,220,麦わらの一味の航海士ナミが持つ武器の名前は？,天候棒,クリマタクト,ウェザーエッグ,サンダーボルト,1,ナミの武器は天候棒（クリマタクト）です。,2
漫画,ワンピース,その他,221,麦わらの一味の考古学者ロビンが持つ能力は？,ハナハナの実,メロメロの実,マネマネの実,ドクドクの実,1,ロビンはハナハナの実の能力者です。,2
漫画,ワンピース,その他,222,麦わらの一味の音楽家ブルックが持つ武器の名前は？,ソウルソリッド,フルート,バイオリン,ギター,1,ブルックの武器はソウルソリッドです。,2
漫画,ワンピース,その他,223,麦わらの一味の狙撃手ウソップが持つ武器の名前は？,パチンコ,スリングショット,銃,弓,1,ウソップの武器はパチンコ（カブト）です。,2
漫画,ワンピース,その他,224,麦わらの一味の料理人サンジが持つ得意技の名前は？,悪魔風脚,足技,蹴り技,火の脚,1,サンジの得意技は悪魔風脚です。,2
漫画,ワンピース,その他,225,麦わらの一味の剣士ゾロが持つ刀の名前は？,和道一文字,閻魔,三代鬼徹,雪走,1,ゾロの刀は和道一文字、閻魔、三代鬼徹などがあります。,3
漫画,ワンピース,その他,226,ルフィの懸賞金が初めて上がったのはどの事件の後？,アーロンパーク事件,アラバスタ事件,エニエス・ロビー事件,インペルダウン脱獄事件,1,ルフィの懸賞金はアーロンパーク事件後に初めて上がりました。,2
漫画,ワンピース,その他,227,「Dの意思」を持つ者たちが背負う宿命とは？,世界を揺るがす存在となる,海賊王となる,世界政府を倒す,歴史の真実を知る,1,Dの意思を持つ者は世界を揺るがす存在となる宿命を背負っています。,3
漫画,ワンピース,その他,228,悪魔の実の図鑑は、現実世界で誰が作っている？,尾田栄一郎先生,読者,アシスタント,編集者,1,悪魔の実の図鑑は作中設定であり、現実世界では尾田栄一郎先生が設定を考えています。,3
漫画,ワンピース,その他,229,麦わらの一味のマークの麦わら帽子は、誰からの贈り物？,シャンクス,ガープ,エース,サボ,1,麦わら帽子はシャンクスからの贈り物です。,2
漫画,ワンピース,その他,230,「ひとつなぎの大秘宝」ワンピースの正体は？,財宝,歴史の真実,自由,仲間,1,ワンピースの正体はまだ明かされていません。,3
漫画,ワンピース,その他,231,ローグタウンでスモーカーがルフィを捕まえられなかった理由は？,ドラゴンに邪魔されたから,雷が落ちたから,運が良かったから,海軍が邪魔したから,1,ルフィは雷に助けられました。,2
漫画,ワンピース,その他,232,アラバスタ王国を救ったのは誰？,麦わらの一味,海軍,革命軍,クロコダイル,1,アラバスタ王国を救ったのは麦わらの一味です。,2
漫画,ワンピース,その他,233,空島でのエネルの能力「マントラ」とは何か？,見聞色の覇気,武装色の覇気,覇王色の覇気,特別な能力,1,エネルのマントラは見聞色の覇気です。,2
漫画,ワンピース,その他,234,ウォーターセブンでルフィがメリー号を捨てると言ったことに対し、ウソップが反発した理由は？,メリー号への思い入れ,船大工としてのプライド,仲間との絆,ルフィへの不満,1,ウソップはメリー号への思い入れが強く反発しました。,2
漫画,ワンピース,その他,235,エニエス・ロビーでルフィがギア3を使った理由は？,体力を温存するため,ルッチを倒すため,ロビンを助けるため,強くなるため,1,ルフィはルッチを倒すためにギア3を使いました。,2
漫画,ワンピース,その他,236,スリラーバークで、ナイトメア・ルフィになるために必要な影の数は？,100個,50個,30個,20個,1,ナイトメア・ルフィになるには100個の影が必要です。,2
漫画,ワンピース,その他,237,シャボンディ諸島で麦わらの一味が散り散りになった後、ルフィが向かった島は？,女ヶ島アマゾン・リリー,インペルダウン,マリンフォード,魚人島,1,ルフィが飛ばされたのは女ヶ島アマゾン・リリーです。,2
漫画,ワンピース,その他,238,インペルダウンでルフィを助けたイワンコフの能力は？,ホルホルの実,マネマネの実,バクバクの実,ドキドキの実,1,イワンコフはホルホルの実の能力者です。,2
漫画,ワンピース,その他,239,マリンフォード頂上戦争で、白ひげがエースを救うために犠牲にしたものは？,命,仲間,船,夢,1,白ひげはエースを救うために命を犠牲にしました。,2
漫画,ワンピース,その他,240,魚人島で、ルフィがホーディ・ジョーンズを倒すために使った技は？,ゴムゴムの象銃,ゴムゴムの火拳銃,ゴムゴムのレッドホーク,ゴムゴムのジェット銃乱打,1,ルフィはゴムゴムの火拳銃でホーディを倒しました。,2
漫画,ワンピース,その他,241,パンクハザードでローがシーザーを捕らえた理由は？,取引のため,実験のため,仲間を救うため,世界を混乱させるため,1,ローはカイドウとの取引のためにシーザーを捕らえました。,2
漫画,ワンピース,その他,242,ドレスローザでドフラミンゴが鳥かごを発動した理由は？,国民を閉じ込めるため,海軍を閉じ込めるため,自身の計画のため,ルフィを捕らえるため,1,ドフラミンゴは自身の計画のために鳥かごを発動しました。,2
漫画,ワンピース,その他,243,ゾウで、ミンク族が「月の獅子（スーロン）」に変身する条件は？,満月を見る,怒りを感じる,悪魔の実を食べる,特別な薬を飲む,1,月の獅子に変身するには満月を見る必要があります。,2
漫画,ワンピース,その他,244,ホールケーキアイランドで、サンジの家族であるジェルマ66の能力は？,科学戦闘部隊,悪魔の実の能力者,覇気使い,剣士,1,ジェルマ66は科学戦闘部隊です。,2
漫画,ワンピース,その他,245,ワノ国で、ルフィがカイドウに敗北した後、意識を失ったルフィを助けたのは誰？,ロー,ゾロ,キッド,モモの助,1,ルフィを助けたのはローです。,2
漫画,ワンピース,その他,246,エッグヘッドで、ベガパンクが世界政府に狙われている理由は？,空白の100年の研究,古代兵器の開発,悪魔の実の能力の秘密,天竜人の秘密,1,ベガパンクは空白の100年の研究により世界政府に狙われています。,2
漫画,ワンピース,その他,247,ルフィが「ゴムゴムの実」を食べた場所は？,フーシャ村,シェルズタウン,バラティエ,グランドライン,1,ルフィはフーシャ村でゴムゴムの実を食べました。,1
漫画,ワンピース,その他,248,ゾロの故郷の名前は？,シモツキ村,フーシャ村,ココヤシ村,シロップ村,1,ゾロの故郷はシモツキ村です。,1
漫画,ワンピース,その他,249,ナミが育った故郷の名前は？,ココヤシ村,フーシャ村,シロップ村,シェルズタウン,1,ナミが育った故郷はココヤシ村です。,1
漫画,ワンピース,その他,250,ウソップの故郷の名前は？,シロップ村,フーシャ村,ココヤシ村,シェルズタウン,1,ウソップの故郷はシロップ村です。,1
漫画,ワンピース,その他,251,サンジが育った海上レストランの名前は？,バラティエ,フーシャ村,ココヤシ村,シロップ村,1,サンジが育ったのは海上レストラン・バラティエです。,1
漫画,ワンピース,その他,252,チョッパーが育った島は？,ドラム王国,アラバスタ,空島,ウォーターセブン,1,チョッパーが育ったのはドラム王国です。,1
漫画,ワンピース,その他,253,ロビンが育った故郷は？,オハラ,ドレスローザ,ウォーターセブン,空島,1,ロビンが育ったのはオハラです。,1
漫画,ワンピース,その他,254,フランキーが育ったウォーターセブンで、彼の師匠は誰？,アイスバーグ,トム,パウリー,ガレーラ,1,フランキーの師匠はトムです。,1
漫画,ワンピース,その他,255,ブルックがラブーンと別れた場所は？,偉大なる航路の入り口,双子岬,リヴァースマウンテン,グランドライン,1,ブルックは双子岬でラブーンと別れました。,1
漫画,ワンピース,その他,256,ジンベエが所属していた七武海のメンバーで、ルフィを助けたのは誰？,ハンコック,ミホーク,くま,ドフラミンゴ,1,ジンベエはルフィを助けました。,2
漫画,ワンピース,その他,257,悪魔の実の能力を応用して作られた人工悪魔の実は？,スマイル,SAD,デビルフルーツ,ポイズン,1,人工悪魔の実はスマイルです。,2
漫画,ワンピース,その他,258,海軍の三大将の中で、最初に登場したのは誰？,青雉,赤犬,黄猿,藤虎,1,最初に登場したのは青雉です。,3
漫画,ワンピース,その他,259,世界政府が隠している歴史の期間は？,空白の100年,海賊の時代,大航海時代,古代の記憶,1,世界政府が隠しているのは空白の100年です。,2
漫画,ワンピース,その他,260,ラフテルにたどり着くために、ロードポーネグリフを全て集める必要があるが、ロードポーネグリフの総数は？,4個,3個,5個,6個,1,ロードポーネグリフは4個あります。,2
漫画,ワンピース,その他,261,魚人島が目指している地上の楽園の名前は？,エデン,太陽の光,未知の楽園,新世界,1,魚人島が目指しているのは太陽の光の下です。,3
漫画,ワンピース,その他,262,麦わらの一味が初めて懸賞金をかけられた事件で、ルフィの懸賞金が上がったのはなぜ？,アーロンパーク事件での活躍,クロコダイルを倒したから,世界政府に反逆したから,天竜人を殴ったから,1,ルフィの懸賞金が上がったのはアーロンパーク事件での活躍が原因です。,2
漫画,ワンピース,その他,263,CP9のメンバーで、道力という身体能力の数値が最も高かったのは誰？,ロブ・ルッチ,カク,ジャブラ,ブルーノ,1,道力が最も高かったのはロブ・ルッチです。,2
漫画,ワンピース,その他,264,麦わらの一味がグランドラインに入った場所は？,リヴァースマウンテン,双子岬,ローグタウン,マリージョア,1,麦わらの一味はリヴァースマウンテンからグランドラインに入りました。,2
漫画,ワンピース,その他,265,海軍本部の新しい場所は？,G-1支部,マリンフォード,インペルダウン,エニエス・ロビー,1,海軍本部はG-1支部に移転しました。,3
漫画,ワンピース,その他,266,白ひげ海賊団の船医は誰？,マルコ,エース,ジョズ,ビスタ,1,白ひげ海賊団の船医はマルコです。,3
漫画,ワンピース,その他,267,ゴーイングメリー号が壊れた主な原因は？,嵐,船の老朽化,戦闘による損傷,悪魔の実の能力,1,メリー号は船の老朽化が主な原因で壊れました。,2
漫画,ワンピース,その他,268,サウザンドサニー号の船首のデザインは？,ライオン,ドラゴン,鳥,魚,1,サウザンドサニー号の船首はライオンです。,2
漫画,ワンピース,その他,269,ナミが所有するみかん畑はどこにある？,ココヤシ村,フーシャ村,シロップ村,シェルズタウン,1,ナミのみかん畑はココヤシ村にあります。,2
漫画,ワンピース,その他,270,ロビンが麦わらの一味に加入したきっかけは？,アラバスタ事件後,エニエス・ロビー事件後,ウォーターセブン事件後,スリラーバーク事件後,1,ロビンはアラバスタ事件後に加入しました。,2
漫画,ワンピース,その他,271,フランキーが麦わらの一味に加入する前、彼が所属していた組織は？,フランキー一家,ガレーラカンパニー,CP9,世界政府,1,フランキーはフランキー一家の棟梁でした。,2
漫画,ワンピース,その他,272,ブルックが麦わらの一味に加入したきっかけは？,スリラーバーク事件後,シャボンディ諸島事件後,インペルダウン脱獄事件後,マリンフォード頂上戦争後,1,ブルックはスリラーバーク事件後に加入しました。,2
漫画,ワンピース,その他,273,ジンベエが麦わらの一味に加入したきっかけは？,魚人島事件後,マリンフォード頂上戦争後,ホールケーキアイランド事件後,ワノ国事件後,1,ジンベエはホールケーキアイランド事件後に正式加入しました。,2
漫画,ワンピース,その他,274,ルフィの好物は何？,肉,魚,野菜,果物,1,ルフィの好物は肉です。,1
漫画,ワンピース,その他,275,ゾロの好物は何？,酒,肉,魚,野菜,1,ゾロの好物は酒です。,1
漫画,ワンピース,その他,276,ナミの好物は何？,みかん,肉,魚,野菜,1,ナミの好物はみかんです。,1
漫画,ワンピース,その他,277,ウソップの好物は何？,魚,肉,野菜,果物,1,ウソップの好物は魚です。,1
漫画,ワンピース,その他,278,サンジの好物は何？,魚介類,肉,野菜,果物,1,サンジの好物は魚介類です。,1
漫画,ワンピース,その他,279,チョッパーの好物は何？,わたあめ,肉,魚,野菜,1,チョッパーの好物はわたあめです。,1
漫画,ワンピース,その他,280,ロビンの好物は何？,サンドイッチ,肉,魚,野菜,1,ロビンの好物はサンドイッチです。,1
漫画,ワンピース,その他,281,フランキーの好物は何？,コーラ,肉,魚,野菜,1,フランキーの好物はコーラです。,1
漫画,ワンピース,その他,282,ブルックの好物は何？,牛乳,肉,魚,野菜,1,ブルックの好物は牛乳です。,1
漫画,ワンピース,その他,283,ジンベエの好物は何？,もずく酢,肉,魚,野菜,1,ジンベエの好物はもずく酢です。,1
漫画,ワンピース,その他,284,シャンクスの腕を食いちぎった近海の主は、ルフィの故郷の近くにいるが、その場所は？,フーシャ村沖,シェルズタウン沖,シロップ村沖,ココヤシ村沖,1,近海の主はフーシャ村沖にいました。,2
漫画,ワンピース,その他,285,ゾロがミホークと戦う前に、刀を研いでいた場所は？,バラティエ,フーシャ村,シモツキ村,ココヤシ村,1,ゾロはバラティエで刀を研いでいました。,3
漫画,ワンピース,その他,286,ナミが天候棒を使いこなせるようになったのは誰の指導？,ウソップ,フランキー,ガリレオ,自分自身,1,ナミはウソップの協力と自身の才能で天候棒を使いこなしました。,2
漫画,ワンピース,その他,287,ウソップが「そげキング」になった理由は？,ロビンを助けるため,メリー号を守るため,正体を隠すため,仲間を励ますため,1,ウソップは正体を隠してロビンを助けるためにそげキングになりました。,2
漫画,ワンピース,その他,288,サンジの悪魔風脚はどのようにして発動する？,摩擦熱,悪魔の実の能力,特殊な体質,覇気,1,悪魔風脚は摩擦熱により発動します。,3
漫画,ワンピース,その他,289,チョッパーのランブルボールの効果は？,変身強化,悪魔の実の能力増強,覇気強化,体力回復,1,ランブルボールは変身強化の効果があります。,2
漫画,ワンピース,その他,290,ロビンの「ハナハナの実」の能力で、どこからでも花を咲かせられる部位は？,体のどこからでも,手足からのみ,特定の場所からのみ,植物からのみ,1,ハナハナの実は体のどこからでも花を咲かせることができます。,2
漫画,ワンピース,その他,291,フランキーの体がサイボーグであるため、彼がエネルギー源として使うものは？,コーラ,水,ガソリン,電気,1,フランキーはコーラをエネルギー源としています。,2
漫画,ワンピース,その他,292,ブルックの能力「ソウルキング」はどのように発動する？,音楽で魂を操る,剣術と音楽を融合させる,魂を具現化する,魂を歌声に乗せる,1,ソウルキングは音楽で魂を操る能力です。,2
漫画,ワンピース,その他,293,ジンベエが使う「魚人空手」の技は、主に何を用いて攻撃する？,水,拳,足,刀,1,魚人空手は水を操り、相手の体内を攻撃します。,3
漫画,ワンピース,その他,294,海賊王ゴールド・ロジャーが残した言葉「おれの財宝か？欲しけりゃくれてやる…探せ！この世の全てをそこに置いてきた！」が記された場所は？,処刑台,ログポース,歴史の本文,海図,1,この言葉は処刑台で言われました。,2
漫画,ワンピース,その他,295,悪魔の実の能力者が海に落ちると、体が動かなくなるだけでなく、どのような状態になる？,意識を失う,呼吸ができなくなる,体が硬直する,体が溶ける,1,悪魔の実の能力者は海に落ちると体が動かなくなり、意識を保つのが困難になります。,3
漫画,ワンピース,その他,296,世界政府の五老星は、世界の均衡を保つために何を管理している？,古代兵器,悪魔の実,Dの意思,歴史の真実,1,五老星は世界の均衡を保つために様々なことを管理しています。,3
漫画,ワンピース,その他,297,ロードポーネグリフに刻まれた文字の種類は？,古代文字,普通の文字,特殊な記号,絵文字,1,ロードポーネグリフには古代文字が刻まれています。,2
漫画,ワンピース,その他,298,魚人島が目指している地上の楽園に、最終的に到達できるのは誰？,ルフィたち,全魚人族,一部の魚人族,まだ誰も到達していない,1,魚人島が目指す楽園にはまだ誰も到達していません。,3
漫画,ワンピース,その他,299,麦わらの一味が懸賞金をかけられ、世界政府に「最悪の世代」と呼ばれた理由は？,世界政府への反逆,天竜人を殴ったから,四皇との戦い,新しい時代の到来を告げたから,1,最悪の世代と呼ばれたのは、彼らが世界に大きな影響を与えたからです。,2
漫画,ワンピース,その他,300,ワンピースの最終目標である「ひとつなぎの大秘宝」がもたらすものは？,世界の自由,世界の支配,世界の平和,世界の破滅,1,ワンピースがもたらすものはまだ明かされていませんが、世界の自由に関わると示唆されています。,3
漫画,ワンピース,アラバスタ編,ONEPIECE_001,アラバスタ王国で、ルフィたちが協力した秘密犯罪組織のリーダーは誰？,クロコダイル,ボン・クレー,Mr.3,Mr.2,1,アラバスタ王国でルフィたちが協力した組織のリーダーはクロコダイルです。,1
漫画,ワンピース,アラバスタ編,ONEPIECE_002,クロコダイルの悪魔の実は何？,スナスナの実,メラメラの実,バラバラの実,ゴムゴムの実,1,クロコダイルの悪魔の実は「スナスナの実」です。,1
漫画,ワンピース,アラバスタ編,ONEPIECE_003,アラバスタ王国の王女の名前は？,ネフェルタリ・ビビ,コブラ,イガラム,チャカ,1,アラバスタ王国の王女はネフェルタリ・ビビです。,1
漫画,ワンピース,アラバスタ編,ONEPIECE_004,アラバスタ編で、ルフィがクロコダイルを倒した場所は？,アルバーナ宮殿地下,レインベースのカジノ,ユバのオアシス,エルマル,1,ルフィがクロコダイルを倒したのはアルバーナ宮殿地下です。,2
漫画,ワンピース,空島編,ONEPIECE_005,空島「スカイピア」の統治者の名前は？,エネル,ガン・フォール,ワイパー,コーザ,1,空島スカイピアの統治者はエネルです。,1
漫画,ワンピース,空島編,ONEPIECE_006,エネルの悪魔の実は何？,ゴロゴロの実,ヒエヒエの実,ピカピカの実,ヤミヤミの実,1,エネルの悪魔の実は「ゴロゴロの実」です。,1
漫画,ワンピース,空島編,ONEPIECE_007,空島でルフィが食べた巨大な肉の名前は？,島の肉,エビの肉,鶏の肉,空島の肉,1,空島でルフィが食べたのは「島の肉」です。,2
漫画,ワンピース,空島編,ONEPIECE_008,空島の通貨単位は何？,エクストル,ベリー,ゴールド,ダラー,1,空島の通貨単位は「エクストル」です。,2
漫画,ワンピース,ウォーターセブン編,ONEPIECE_009,ウォーターセブンの造船会社「ガレーラカンパニー」の社長は誰？,アイスバーグ,フランキー,パウリー,カク,1,ガレーラカンパニーの社長はアイスバーグです。,1
漫画,ワンピース,ウォーターセブン編,ONEPIECE_010,フランキーが悪魔の実の能力者になる前の名前は？,カティ・フラム,フランキー,サイボーグフランキー,ビッグマム,1,フランキーが悪魔の実の能力者になる前の名前は「カティ・フラム」です。,2
漫画,ワンピース,ウォーターセブン編,ONEPIECE_011,ウォーターセブンを襲う巨大な高波の名前は？,アクア・ラグナ,津波,高潮,海鳴り,1,ウォーターセブンを襲う巨大な高波は「アクア・ラグナ」です。,1
漫画,ワンピース,エニエス・ロビー編,ONEPIECE_012,世界政府の司法機関で、エニエス・ロビーがある場所を何と呼ぶ？,司法の島,正義の島,法の島,裁きの島,1,エニエス・ロビーがある場所は「司法の島」です。,2
漫画,ワンピース,エニエス・ロビー編,ONEPIECE_013,CP9のメンバーで、道力最強の暗殺者は誰？,ロブ・ルッチ,カク,ジャブラ,ブルーノ,1,CP9最強の暗殺者はロブ・ルッチです。,1
漫画,ワンピース,エニエス・ロビー編,ONEPIECE_014,ロブ・ルッチの悪魔の実は何？,ネコネコの実 モデル"豹",ウシウシの実 モデル"ジラフ",イヌイヌの実 モデル"ダックスフント",ゾオン系,1,ロブ・ルッチの悪魔の実は「ネコネコの実 モデル"豹"」です。,2
漫画,ワンピース,エニエス・ロビー編,ONEPIECE_015,エニエス・ロビーで、ロビンが叫んだ言葉は？,生きたい！,自由になりたい！,仲間が欲しい！,海に出たい！,1,エニエス・ロビーでロビンが叫んだ言葉は「生きたい！」です。,1
漫画,ワンピース,スリラーバーク編,ONEPIECE_016,スリラーバークの船長で、影を操る能力者は誰？,ゲッコー・モリア,ホグバック,アブサロム,ペローナ,1,スリラーバークの船長はゲッコー・モリアです。,1
漫画,ワンピース,スリラーバーク編,ONEPIECE_017,ゲッコー・モリアの悪魔の実は何？,カゲカゲの実,ヨミヨミの実,ホロホロの実,スケスケの実,1,ゲッコー・モリアの悪魔の実は「カゲカゲの実」です。,1
漫画,ワンピース,スリラーバーク編,ONEPIECE_018,スリラーバークで、ルフィたちが影を奪われたのは誰の能力？,ゲッコー・モリア,ホグバック,アブサロム,ペローナ,1,ルフィたちが影を奪われたのはゲッコー・モリアの能力です。,2
漫画,ワンピース,スリラーバーク編,ONEPIECE_019,ブルックが悪魔の実の能力者として生き返ったのは何の実の能力？,ヨミヨミの実,カゲカゲの実,ホロホロの実,スケスケの実,1,ブルックは「ヨミヨミの実」の能力で生き返りました。,2
漫画,ワンピース,シャボンディ諸島編,ONEPIECE_020,シャボンディ諸島で、天竜人の暴挙に対してルフィが起こした行動は？,殴る,逃げる,隠れる,助ける,1,天竜人の暴挙に対してルフィは殴りました。,1
漫画,ワンピース,シャボンディ諸島編,ONEPIECE_021,シャボンディ諸島で登場した、海軍の最高戦力「海軍大将」のメンバーは誰？,黄猿,青雉,赤犬,藤虎,1,シャボンディ諸島で登場した海軍大将は「黄猿」です。,2
漫画,ワンピース,シャボンディ諸島編,ONEPIECE_022,黄猿の悪魔の実は何？,ピカピカの実,メラメラの実,ヒエヒエの実,グラグラの実,1,黄猿の悪魔の実は「ピカピカの実」です。,1
漫画,ワンピース,シャボンディ諸島編,ONEPIECE_023,シャボンディ諸島で、麦わらの一味が散り散りになったのは誰の能力？,バーソロミュー・くま,黄猿,戦桃丸,センゴク,1,麦わらの一味が散り散りになったのはバーソロミュー・くまの能力です。,2
漫画,ワンピース,インペルダウン編,ONEPIECE_024,海底監獄インペルダウンの署長は誰？,マゼラン,ハンニャバル,サディちゃん,ドミノ,1,インペルダウンの署長はマゼランです。,1
漫画,ワンピース,インペルダウン編,ONEPIECE_025,マゼランの悪魔の実は何？,ドクドクの実,マグマグの実,ガスガスの実,ホビホビの実,1,マゼランの悪魔の実は「ドクドクの実」です。,1
漫画,ワンピース,インペルダウン編,ONEPICE_NEW026,インペルダウンでルフィが再会した革命家は誰？,エンポリオ・イワンコフ,ジンベエ,クロコダイル,バギー,1,インペルダウンでルフィが再会した革命家はエンポリオ・イワンコフです。,2
漫画,ワンピース,マリンフォード編,ONEPIECE_027,マリンフォード頂上戦争で、白ひげが死亡した際に叫んだ言葉は？,ワンピースは実在する！,宝はそこにある！,世界は変わる！,自由の海へ！,1,白ひげが死亡した際に叫んだ言葉は「ワンピースは実在する！」です。,1
漫画,ワンピース,マリンフォード編,ONEPIECE_028,マリンフォード頂上戦争で、エースを処刑しようとしたのは誰？,赤犬,黄猿,青雉,センゴク,1,エースを処刑しようとしたのは赤犬です。,1
漫画,ワンピース,マリンフォード編,ONEPIECE_029,赤犬の悪魔の実は何？,マグマグの実,メラメラの実,グラグラの実,ゴロゴロの実,1,赤犬の悪魔の実は「マグマグの実」です。,1
漫画,ワンピース,マリンフォード編,ONEPICE_NEW030,マリンフォード頂上戦争で、ジンベエがルフィを助けた理由は？,エースとの約束,麦わらの一味との友情,海賊王になるため,魚人島の平和のため,1,ジンベエがルフィを助けたのはエースとの約束のためです。,2
漫画,ワンピース,マリンフォード編,ONEPIECE_031,マリンフォード頂上戦争後、ルフィが修行のために向かった島は？,女ヶ島,アマゾン・リリー,ルスカイナ,グランドライン,1,ルフィが修行に向かった島は「ルスカイナ」です。,3
漫画,ワンピース,新世界編,ONEPIECE_032,新世界編で、ルフィたちが最初に向かった島は？,魚人島,パンクハザード,ドレスローザ,ワノ国,1,ルフィたちが最初に向かった島は「魚人島」です。,1
漫画,ワンピース,魚人島編,ONEPIECE_033,魚人島の姫の名前は？,しらほし,オトヒメ,コアラ,キャロット,1,魚人島の姫はしらほしです。,1
漫画,ワンピース,魚人島編,ONEPIECE_034,しらほしが持つ、古代兵器の名前は？,ポセイドン,プルトン,ウラヌス,ゾオン,1,しらほしが持つ古代兵器は「ポセイドン」です。,1
漫画,ワンピース,魚人島編,ONEPIECE_035,魚人島で、ジンベエが麦わらの一味に加入を申し出たが、保留になった理由は？,まだやることがあるから,仲間を守るため,魚人島の平和のため,世界会議に参加するため,1,ジンベエが加入を保留したのはまだやることがあったからです。,2
漫画,ワンピース,パンクハザード編,ONEPIECE_036,パンクハザードで、シーザー・クラウンが製造していた武器は？,SAD,毒ガス兵器,巨大なロボット,クローン兵器,1,シーザー・クラウンが製造していたのは「SAD」です。,1
漫画,ワンピース,パンクハザード編,ONEPIECE_037,シーザー・クラウンの悪魔の実は何？,ガスガスの実,ベトベトの実,サラサラの実,メロメロの実,1,シーザー・クラウンの悪魔の実は「ガスガスの実」です。,1
漫画,ワンピース,パンクハザード編,ONEPIECE_038,パンクハザードで、ローとルフィが結んだ海賊同盟の名前は？,ハートの海賊団と麦わらの一味の同盟,最悪の世代同盟,四皇討伐同盟,ドレスローザ同盟,1,ローとルフィが結んだのは「ハートの海賊団と麦わらの一味の同盟」です。,2
漫画,ワンピース,ドレスローザ編,ONEPIECE_039,ドレスローザの王で、元七武海の名前は？,ドンキホーテ・ドフラミンゴ,トラファルガー・ロー,バルトロメオ,キャベンディッシュ,1,ドレスローザの王はドンキホーテ・ドフラミンゴです。,1
漫画,ワンピース,ドレスローザ編,ONEPIECE_040,ドンキホーテ・ドフラミンゴの悪魔の実は何？,イトイトの実,メロメロの実,ホビホビの実,グラグラの実,1,ドンキホーテ・ドフラミンゴの悪魔の実は「イトイトの実」です。,1
漫画,ワンピース,ドレスローザ編,ONEPIECE_041,ドレスローザで、サボが手に入れた悪魔の実は何？,メラメラの実,スベスベの実,オペオペの実,ヒエヒエの実,1,ドレスローザでサボが手に入れたのは「メラメラの実」です。,1
漫画,ワンピース,ドレスローザ編,ONEPIECE_042,ドレスローザで、ドフラミンゴが仕掛けた「鳥カゴ」の能力は？,イトイトの実の能力,メロメロの実の能力,ホビホビの実の能力,グラグラの実の能力,1,ドフラミンゴが仕掛けた「鳥カゴ」はイトイトの実の能力です。,2
漫画,ワンピース,ゾウ編,ONEPIECE_043,ゾウの背中に暮らす、動物の特性を持つ種族の名前は？,ミンク族,魚人族,巨人族,小人族,1,ゾウの背中に暮らすのは「ミンク族」です。,1
漫画,ワンピース,ゾウ編,ONEPIECE_044,ミンク族の国「モコモ公国」の王で、昼間の王は誰？,ネコマムシの旦那,イヌアラシ公爵,キャロット,ペドロ,1,昼間の王はイヌアラシ公爵です。,2
漫画,ワンピース,ゾウ編,ONEPIECE_045,ミンク族の国「モコモ公国」の王で、夜の王は誰？,ネコマムシの旦那,イヌアラシ公爵,キャロット,ペドロ,1,夜の王はネコマムシの旦那です。,1
漫画,ワンピース,ゾウ編,ONEPIECE_046,ゾウ編で、サンジがビッグ・マムの元へ連れて行かれた理由は？,政略結婚,借金返済,能力を狙われたから,誘拐されたから,1,サンジがビッグ・マムの元へ連れて行かれたのは政略結婚のためです。,2
漫画,ワンピース,ホールケーキアイランド編,ONEPIECE_047,ビッグ・マムの本名は何？,シャーロット・リンリン,シャーロット・プリン,シャーロット・カタクリ,シャーロット・スムージー,1,ビッグ・マムの本名は「シャーロット・リンリン」です。,1
